;Paramètre;VIF;cos_teta;R_2;Teta
65;SZ__2014042330302HBMB___;7132.400638178494;0.9999298949186606;0.9998597947520437;0.6784454219067044
66;SX__2014042330602ASEB___;12609.05431017119;0.9999603451693042;0.999920691911114;0.5102548194731173
67;SY__2014042330602ASEB___;24197.397571782774;0.9999793364073774;0.9999586732417388;0.3683335626701451
68;SZ__2014042330602ASEB___;10534.464472721227;0.999952535616056;0.9999050734849797;0.5582429823074045
69;SX__2014042330604TRJB___;25325.05971272994;0.9999802565150253;0.9999605134198559;0.36003958427711974
70;SY__2014042330604TRJB___;44709.791901296776;0.999988816704919;0.9999776335349042;0.27097107053734126
71;SZ__2014042330604TRJB___;11611.17855434078;0.999956937121963;0.9999138760983375;0.5317294501786277
72;SX__2014042330606HEMB___;27617.807605534916;0.9999818955750113;0.9999637914777928;0.34477094034019196
73;SY__2014042330606HEMB___;58236.54906312167;0.9999914142895745;0.9999828286528634;0.237424788242455
74;SZ__2014042330606HEMB___;10559.857748200284;0.9999526497562975;0.9999053017546405;0.5575713540290921
75;SX__2014042331906PDMB___;23773.504782742213;0.9999789679619124;0.9999579363661716;0.3716028799994881
76;SY__2014042331906PDMB___;28014.605253270205;0.9999821520075861;0.9999643043337231;0.3423205431236072
77;SZ__2014042331906PDMB___;15163.169997120853;0.9999670248210615;0.9999340507294854;0.4652993052880314
78;SX__2014042332809LICB___;5642.310986207746;0.9999113799013863;0.9998227676562946;0.7627934445196051
79;SY__2014042332809LICB___;28897.22582256708;0.9999826971513176;0.9999653946020237;0.33705211862384704
80;SZ__2014042332809LICB___;8669.700608377541;0.999942326218465;0.9998846557631952;0.6153595309967076
81;SX__2014042339601SALB___;78482.05689510907;0.9999936290967323;0.999987258234053;0.20452121606288717
82;SY__2014042339601SALB___;361378.9138858869;0.9999986164097386;0.9999972328213916;0.09531064938613036
83;SZ__2014042339601SALB___;44379.15911985357;0.9999887333868739;0.9999774669006842;0.271978596823754
84;SX__2014042339901DJIB___;15744.3515610718;0.9999682420747741;0.999936485158114;0.45663042040704055
